,accommodates,bedrooms,bathrooms,beds,price,minimum_nights,maximum_nights,number_of_reviews
2236,4,1.0,1.0,3.0,175.0,91,1125,86
2237,2,0.0,1.0,1.0,144.0,91,1124,1
2238,2,0.0,1.0,1.0,144.0,91,1125,2
2239,2,0.0,1.0,1.0,105.0,91,1124,3
2240,2,0.0,1.0,1.0,105.0,91,1124,0
2241,2,0.0,1.0,1.0,105.0,91,1124,1
2242,2,0.0,1.0,1.0,105.0,91,1124,0
2243,2,0.0,1.0,1.0,105.0,91,1124,4
2244,2,0.0,1.0,1.0,105.0,91,1124,0
2245,2,0.0,1.0,1.0,105.0,91,1124,0
2246,2,0.0,1.0,1.0,105.0,91,1124,2
2247,2,0.0,1.0,1.0,105.0,91,1124,3
2248,2,0.0,1.0,1.0,105.0,91,1124,3
2249,2,0.0,1.0,1.0,105.0,91,1124,5
2250,2,0.0,1.0,1.0,105.0,91,1124,0
2251,2,0.0,1.0,1.0,105.0,91,1124,5
2252,2,0.0,1.0,1.0,105.0,91,1124,2
2253,2,0.0,1.0,1.0,105.0,91,1124,4
2254,2,0.0,1.0,1.0,144.0,91,1124,0
2255,2,0.0,1.0,1.0,144.0,91,1124,0
2256,2,0.0,1.0,1.0,144.0,91,1124,1
2257,2,0.0,1.0,1.0,144.0,91,1124,1
2258,2,0.0,1.0,1.0,144.0,91,1124,0
2259,2,0.0,1.0,1.0,144.0,91,1124,0
2260,2,0.0,1.0,1.0,144.0,91,1124,0
2261,2,0.0,1.0,1.0,144.0,91,1124,0
2262,2,0.0,1.0,1.0,144.0,91,1124,0
2263,2,0.0,1.0,1.0,144.0,91,1124,1
2264,3,1.0,1.0,2.0,125.0,4,1125,31
2265,2,0.0,1.0,1.0,125.0,91,1125,0
2266,2,0.0,1.0,1.0,105.0,91,1125,0
2267,1,1.0,1.0,1.0,52.0,91,180,2
2268,2,0.0,1.0,1.0,105.0,91,1125,0
2269,2,0.0,1.0,1.0,105.0,91,1125,1
2270,3,0.0,1.0,1.0,199.0,91,1125,2
2271,3,0.0,1.0,1.0,199.0,91,1125,0
2272,4,2.0,1.0,2.0,400.0,91,1125,0
2273,2,0.0,1.0,1.0,105.0,91,1125,0
2274,3,0.0,1.0,1.0,199.0,91,1125,3
2275,3,0.0,1.0,1.0,199.0,91,1125,6
2276,3,0.0,1.0,1.0,199.0,91,1125,4
2277,3,1.0,1.0,1.0,199.0,91,1125,8
2278,3,0.0,1.0,1.0,199.0,91,1125,0
2279,3,0.0,1.0,1.0,199.0,91,1125,0
2280,3,0.0,1.0,1.0,199.0,91,1125,0
2281,3,1.0,1.0,1.0,199.0,91,1125,8
2282,4,2.0,1.0,2.0,400.0,91,1125,0
2283,3,1.0,1.0,1.0,199.0,91,1125,4
2284,3,1.0,1.0,1.0,199.0,91,1125,3
2285,3,1.0,1.0,1.0,199.0,91,1125,0
2286,3,0.0,1.0,1.0,199.0,91,1125,0
2287,3,1.0,1.0,1.0,199.0,91,1125,4
2288,2,0.0,1.0,1.0,105.0,91,1125,0
2289,2,0.0,1.0,1.0,105.0,91,1125,0
2290,2,0.0,1.0,1.0,105.0,91,1125,1
2291,2,0.0,1.0,1.0,105.0,91,1125,3
2292,2,0.0,1.0,1.0,105.0,91,1125,1
2293,4,2.0,1.0,2.0,150.0,2,14,26
2294,2,1.0,1.0,1.0,105.0,91,1125,2
2295,2,1.0,1.0,1.0,105.0,91,1125,0
2296,2,1.0,1.0,1.0,105.0,91,1125,4
2297,2,1.0,1.0,1.0,105.0,91,1125,3
2298,2,1.0,1.0,1.0,55.0,91,1125,1
2299,10,3.0,2.0,5.0,225.0,91,1125,7
2300,2,1.0,1.5,1.0,55.0,32,1125,5
2301,2,1.0,1.5,1.0,55.0,32,1125,2
2302,2,1.0,1.5,1.0,75.0,32,1125,4
2303,2,1.0,1.5,1.0,125.0,1,1125,2
2304,6,2.0,2.5,3.0,275.0,91,1125,1
2305,1,1.0,2.0,1.0,75.0,1,14,58
2306,5,2.0,1.0,3.0,249.0,91,730,18
2307,4,0.0,1.0,2.0,299.0,2,1125,33
2308,4,2.0,2.0,2.0,116.0,92,1125,0
2309,4,1.0,1.0,2.0,200.0,2,90,60
2310,4,1.0,1.0,2.0,51.0,3,1125,58
2311,2,1.0,2.0,1.0,109.0,91,1125,10
2312,2,0.0,1.0,1.0,189.0,91,730,23
2313,5,2.0,1.0,3.0,125.0,1,1124,29
2314,6,2.0,2.0,4.0,399.0,1,1124,39
2315,1,1.0,1.0,1.0,109.0,91,1125,2
2316,4,2.0,1.5,2.0,450.0,1,1125,50
2317,4,2.0,2.0,2.0,125.0,1,1124,37
2318,2,1.0,1.0,1.0,75.0,1,27,55
2319,1,1.0,1.0,1.0,75.0,91,1125,0
2320,2,1.0,1.0,1.0,168.0,92,1125,2
2321,2,1.0,1.0,1.0,39.0,1,1125,37
2322,2,1.0,1.0,1.0,39.0,1,1125,27
2323,2,1.0,1.0,2.0,39.0,1,1125,48
2324,2,1.0,2.0,1.0,89.0,91,1125,8
2325,2,1.0,2.0,1.0,89.0,91,1125,4
2326,2,1.0,1.0,1.0,235.0,92,1125,1
2327,6,1.0,2.0,1.0,155.0,2,1124,21
2328,2,1.0,1.0,1.0,219.0,1,1125,34
2329,3,1.0,1.0,1.0,199.0,91,1125,6
2330,2,1.0,1.0,1.0,75.0,5,1125,1
2331,2,1.0,1.0,1.0,113.0,1,28,24
2332,2,1.0,1.0,1.0,219.0,1,28,10
2333,2,0.0,1.0,1.0,99.0,2,1124,29
2334,4,1.0,1.0,2.0,150.0,91,1125,61
2335,3,1.0,1.0,2.0,219.0,1,28,8
2336,8,2.0,1.0,6.0,121.0,91,1125,80
2337,6,3.0,2.5,3.0,500.0,91,1125,0
2338,2,1.0,1.0,1.0,80.0,91,1125,12
2339,2,1.0,3.0,1.0,135.0,1,1125,20
2340,8,4.0,1.0,5.0,250.0,2,30,58
2341,4,2.0,1.0,2.0,130.0,91,1125,34
2342,2,1.0,1.5,1.0,75.0,1,1125,12
2343,6,3.0,1.0,3.0,100.0,1,30,86
2344,2,1.0,1.0,1.0,55.0,91,1125,47
2345,2,1.0,1.0,1.0,50.0,91,1125,48
2346,2,1.0,1.0,1.0,52.0,1,1125,70
2347,1,1.0,1.5,1.0,50.0,7,100,4
2348,2,1.0,1.0,2.0,55.0,14,100,1
2349,1,1.0,1.5,1.0,55.0,14,100,5
2350,2,1.0,1.0,2.0,75.0,3,30,50
2351,2,1.0,1.0,1.0,72.0,91,1125,0
2352,2,1.0,1.0,1.0,75.0,91,1125,0
2353,6,2.0,1.0,3.0,130.0,91,1125,65
2354,2,1.0,1.0,1.0,133.0,92,1125,0
2355,2,1.0,1.0,1.0,133.0,92,1125,0
2356,2,1.0,1.0,1.0,153.0,92,1125,0
2357,2,1.0,1.0,1.0,257.0,92,1125,2
2358,4,2.0,2.0,2.0,155.0,92,1125,1
2359,2,0.0,1.0,1.0,140.0,92,1125,3
2360,2,1.0,1.0,1.0,137.0,92,1125,0
2361,2,0.0,1.0,1.0,96.0,92,1125,0
2362,2,1.0,1.0,1.0,142.0,92,1125,0
2363,2,1.0,1.0,1.0,204.0,92,1125,0
2364,2,0.0,1.0,1.0,224.0,92,1125,0
2365,2,1.0,1.0,1.0,169.0,92,1125,0
2366,2,1.0,1.0,1.0,166.0,92,1125,0
2367,2,0.0,1.0,1.0,184.0,92,1125,1
2368,2,0.0,1.0,1.0,92.0,92,1125,0
2369,2,0.0,1.0,1.0,150.0,1,30,38
2370,2,1.0,1.0,1.0,165.0,92,1125,0
2371,2,1.0,1.0,1.0,137.0,92,1125,0
2372,2,1.0,1.0,1.0,162.0,92,1125,0
2373,4,2.0,2.0,2.0,247.0,92,1125,1
2374,4,1.0,1.0,1.0,145.0,2,90,55
2375,2,0.0,1.0,1.0,125.0,1,1125,40
2376,3,1.0,1.0,2.0,349.0,91,1125,80
2377,2,0.0,1.0,1.0,88.0,92,1125,0
2378,8,3.0,1.0,3.0,246.0,1,30,34
2379,1,1.0,2.0,1.0,30.0,90,1124,6
2380,2,0.0,1.0,1.0,150.0,91,1125,32
2381,2,1.0,2.0,1.0,50.0,91,1125,1
2382,1,1.0,1.0,1.0,50.0,30,90,14
2383,3,1.0,1.0,1.0,289.0,2,365,36
2384,10,4.0,1.5,5.0,225.0,91,1125,17
2385,2,0.0,1.0,1.0,150.0,2,1125,42
2386,2,1.0,1.0,1.0,39.0,2,28,25
2387,2,1.0,1.0,1.0,39.0,1,28,25
2388,2,1.0,1.0,1.0,210.0,1,7,3
2389,2,1.0,1.0,1.0,210.0,1,6,3
2390,1,1.0,1.0,1.0,110.0,91,1125,4
2391,10,4.0,2.0,5.0,525.0,2,1125,9
2392,2,1.0,1.0,1.0,53.0,91,1125,24
2393,3,1.0,1.0,1.0,289.0,9,1125,12
2394,3,1.0,1.0,1.0,299.0,10,1125,1
2395,2,0.0,1.0,1.0,96.0,92,1125,1
2396,2,1.0,1.0,1.0,208.0,92,1125,0
2397,5,2.0,1.0,2.0,130.0,1,27,32
2398,5,2.0,1.0,3.0,90.0,2,14,70
2399,2,1.0,2.0,1.0,65.0,2,1125,40
2400,2,1.0,2.0,1.0,78.0,2,1125,42
2401,2,1.0,2.0,1.0,90.0,2,1125,33
2402,2,1.0,2.0,1.0,84.0,2,1125,34
2403,1,1.0,1.0,1.0,200.0,3,365,2
2404,8,2.0,1.0,4.0,299.0,91,1125,33
2405,5,2.0,1.0,2.0,399.0,10,1125,0
2406,5,1.0,1.0,1.0,399.0,10,1125,0
2407,1,1.0,1.0,1.0,150.0,30,120,25
2408,6,1.0,1.5,1.0,146.0,91,1125,0
2409,2,0.0,1.0,1.0,133.0,60,1125,1
2410,4,2.0,1.0,2.0,110.0,28,1125,39
2411,2,1.0,1.0,1.0,166.0,92,1125,0
2412,4,2.0,1.0,2.0,110.0,2,1125,32
2413,2,1.0,1.0,1.0,133.0,92,1125,0
2414,2,1.0,1.0,1.0,89.0,28,1125,31
2415,2,1.0,1.0,1.0,50.0,1,1125,6
2416,3,0.0,1.0,1.0,125.0,2,31,83
2417,3,1.0,1.0,1.0,499.0,28,1125,0
2418,3,1.0,1.0,1.0,499.0,28,1125,0
2419,3,1.0,1.0,1.0,499.0,28,1125,0
2420,3,1.0,1.0,1.0,499.0,28,1125,0
2421,3,1.0,1.0,1.0,499.0,28,1125,0
2422,3,1.0,1.0,1.0,499.0,28,1125,1
2423,4,1.0,1.0,2.0,50.0,2,30,56
2424,4,1.0,1.0,2.0,50.0,2,90,37
2425,2,1.0,1.0,1.0,65.0,2,180,31
2426,2,1.0,1.0,1.0,60.0,91,1125,3
2427,4,2.0,1.0,2.0,193.0,92,1125,0
2428,2,1.0,1.0,1.0,100.0,91,1125,26
2429,2,0.0,1.0,1.0,90.0,2,1125,29
2430,6,3.0,1.0,4.0,325.0,91,180,12
2431,2,1.0,1.0,1.0,90.0,1,28,1
2432,3,1.0,1.0,2.0,80.0,1,28,0
2433,4,1.0,1.0,4.0,70.0,1,28,0
2434,2,1.0,1.0,1.0,100.0,1,28,0
2435,2,1.0,1.0,1.0,95.0,1,28,0
2436,2,1.0,1.0,1.0,200.0,1,28,0
2437,2,1.0,1.0,1.0,90.0,1,28,0
2438,2,1.0,1.0,1.0,90.0,1,28,0
2439,2,1.0,1.0,1.0,100.0,1,28,0
2440,4,1.0,1.0,2.0,200.0,1,28,0
2441,4,1.0,1.0,2.0,250.0,1,28,0
2442,2,1.0,1.0,1.0,150.0,1,28,0
2443,2,1.0,1.0,1.0,145.0,1,28,0
2444,2,1.0,1.0,1.0,145.0,1,28,0
2445,4,1.0,1.0,2.0,150.0,1,28,0
2446,4,1.0,1.0,1.0,99.0,2,1125,77
2447,4,2.0,2.0,3.0,310.0,30,1125,0
2448,4,2.0,1.0,2.0,255.0,92,1125,0
2449,3,1.0,1.0,2.0,125.0,1,1125,30
2450,4,1.0,1.0,1.0,150.0,91,1125,6
2451,6,3.0,1.0,3.0,138.0,91,1125,27
2452,2,,1.0,1.0,155.0,1,1125,50
2453,2,1.0,1.0,1.0,169.0,92,1125,0
2454,5,2.0,1.0,3.0,125.0,2,1124,26
2455,2,1.0,1.0,1.0,113.0,1,28,21
2456,2,1.0,1.0,1.0,79.0,91,1125,19
2457,2,1.0,1.0,1.0,69.0,91,1125,27
2458,2,1.0,1.0,1.0,80.0,2,60,30
2459,2,1.0,1.0,1.0,53.0,91,1125,28
2460,2,1.0,1.0,1.0,69.0,91,1125,13
2461,4,2.0,3.0,3.0,135.0,1,28,4
2462,3,1.0,1.0,1.0,78.0,2,1125,0
2463,2,1.0,1.0,1.0,41.0,2,1125,17
2464,2,1.0,1.0,1.0,53.0,91,1125,31
2465,6,3.0,1.0,3.0,155.0,91,1125,64
2466,2,1.0,1.0,1.0,69.0,91,1125,13
2467,1,1.0,1.0,1.0,38.0,91,1125,1
2468,4,2.0,1.0,2.0,104.0,2,30,21
2469,5,2.0,1.0,2.0,125.0,3,28,40
2470,4,2.0,1.0,2.0,159.0,91,1125,45
2471,5,2.0,2.0,3.0,149.0,2,365,16
2472,4,1.0,1.0,2.0,99.0,28,365,12
2473,5,2.0,2.0,3.0,251.0,28,365,13
2474,5,2.0,1.5,3.0,199.0,28,365,10
2475,7,3.0,2.0,4.0,199.0,91,1125,31
2476,2,1.0,1.0,2.0,99.0,28,365,19
2477,2,0.0,1.0,1.0,99.0,28,365,3
2478,2,1.0,1.0,1.0,165.0,92,1125,0
2479,5,2.0,1.0,2.0,99.0,28,365,17
2480,3,1.0,1.0,2.0,99.0,28,365,17
2481,2,1.0,1.0,1.0,100.0,59,1125,1
2482,2,1.0,1.5,1.0,60.0,1,1125,53
2483,2,1.0,1.0,1.0,59.0,91,1125,36
2484,4,2.0,2.0,2.0,270.0,92,1125,0
2485,2,0.0,1.0,1.0,100.0,1,1125,34
2486,5,2.0,2.0,3.0,250.0,14,1125,4
2487,5,2.0,1.0,4.0,199.0,1,300,40
2488,2,1.0,1.0,1.0,85.0,91,1125,8
2489,4,1.0,1.0,2.0,75.0,91,1125,13
2490,4,2.0,1.0,2.0,102.0,91,1125,7
2491,11,4.0,3.5,6.0,999.0,2,1125,10
2492,4,1.0,1.0,1.0,120.0,29,180,4
2493,4,1.0,1.0,1.0,42.0,91,1125,82
2494,2,1.0,1.0,1.0,82.0,1,1125,43
2495,2,1.0,1.0,1.0,142.0,92,1125,0
2496,2,1.0,1.0,1.0,195.0,30,1125,4
2497,3,1.0,1.0,1.0,156.0,2,180,28
2498,2,0.0,1.0,1.0,150.0,2,180,12
2499,3,0.0,1.0,2.0,136.0,1,180,37
2500,2,1.0,1.0,1.0,150.0,2,180,8
2501,4,0.0,1.0,2.0,141.0,2,180,10
2502,4,0.0,1.0,2.0,136.0,2,180,14
2503,4,0.0,1.0,2.0,120.0,1,180,36
2504,4,1.0,1.0,2.0,120.0,1,180,24
2505,4,1.0,1.0,2.0,120.0,2,180,24
2506,4,1.0,1.0,2.0,120.0,2,180,18
2507,4,1.0,1.0,2.0,120.0,2,180,17
2508,4,1.0,0.0,1.0,120.0,2,180,8
2509,4,1.0,1.0,2.0,120.0,2,180,22
2510,3,1.0,1.0,1.0,136.0,2,180,15
2511,4,1.0,1.0,1.0,120.0,2,180,18
2512,4,1.0,1.0,2.0,141.0,2,180,30
2513,4,1.0,1.0,2.0,141.0,1,180,20
2514,4,0.0,1.0,2.0,141.0,1,180,14
2515,4,0.0,1.0,2.0,141.0,2,180,35
2516,4,1.0,1.0,2.0,141.0,2,180,28
2517,4,0.0,1.0,2.0,141.0,2,180,15
2518,4,1.0,1.0,2.0,141.0,2,180,23
2519,4,0.0,1.0,2.0,141.0,2,180,22
2520,4,1.0,1.0,1.0,141.0,2,180,18
2521,4,1.0,1.0,2.0,156.0,2,180,22
2522,4,0.0,1.0,2.0,141.0,2,180,25
2523,4,0.0,1.0,2.0,141.0,2,180,13
2524,4,1.0,1.0,2.0,156.0,1,180,29
2525,2,0.0,1.0,1.0,146.0,2,180,26
2526,2,1.0,1.0,1.0,146.0,2,180,25
2527,3,1.0,1.0,2.0,136.0,2,180,13
2528,3,1.0,1.0,2.0,136.0,2,180,30
2529,4,1.0,1.0,2.0,120.0,2,180,16
2530,13,5.0,3.0,6.0,475.0,2,28,47
2531,2,1.0,1.0,1.0,140.0,92,1125,0
2532,3,2.0,1.0,2.0,42.0,1,1125,8
2533,3,2.0,2.0,3.0,200.0,91,1125,0
2534,2,1.0,1.0,1.0,72.0,91,1125,0
2535,13,4.0,2.0,8.0,1090.0,91,1125,27
2536,2,1.0,1.0,0.0,60.0,1,30,11
2537,2,1.0,1.0,1.0,50.0,1,1125,6
2538,2,1.0,1.0,1.0,46.0,1,30,17
2539,2,1.0,1.0,1.0,65.0,1,30,10
2540,3,1.0,1.0,1.0,130.0,1,30,30
2541,2,0.0,1.0,1.0,75.0,28,180,10
2542,5,2.0,1.0,3.0,275.0,1,1124,38
2543,2,1.0,1.0,1.0,180.0,2,1125,15
2544,6,2.0,1.5,2.0,150.0,91,1125,7
2545,2,1.0,1.0,1.0,140.0,2,180,29
2546,2,1.0,1.0,1.0,140.0,2,180,23
2547,2,1.0,1.0,1.0,119.0,2,180,33
2548,1,1.0,1.0,1.0,100.0,2,180,10
2549,3,2.0,1.5,2.0,219.0,28,120,2
2550,4,0.0,1.0,2.0,139.0,91,1125,10
2551,1,1.0,1.0,1.0,40.0,91,1125,32
2552,2,1.0,1.0,1.0,135.0,29,89,6
2553,3,1.0,1.0,2.0,180.0,91,1125,0
2554,2,1.0,1.5,1.0,75.0,91,1125,0
2555,1,0.0,0.5,1.0,100.0,2,180,12
2556,4,2.0,1.0,2.0,125.0,91,1125,7
2557,1,1.0,1.0,1.0,65.0,1,1125,11
2558,3,1.0,1.0,1.0,199.0,91,1125,4
2559,3,1.0,1.0,1.0,199.0,91,1125,2
2560,3,1.0,1.0,1.0,199.0,91,1125,2
2561,3,1.0,1.0,1.0,199.0,91,1125,3
2562,3,1.0,1.0,1.0,199.0,91,1125,11
2563,3,1.0,1.0,1.0,199.0,91,1125,6
2564,6,3.0,1.0,3.0,275.0,1,365,37
2565,4,0.0,1.0,2.0,120.0,2,180,34
2566,2,0.0,1.0,1.0,190.0,92,1125,0
2567,1,1.0,1.0,1.0,100.0,2,180,13
2568,4,1.0,1.0,2.0,120.0,1,180,44
2569,4,0.0,1.0,2.0,120.0,2,180,16
2570,4,1.0,1.0,2.0,120.0,1,180,44
2571,4,1.0,1.0,2.0,120.0,2,180,0
2572,4,0.0,1.0,2.0,120.0,2,180,24
2573,4,1.0,1.0,2.0,120.0,2,180,21
2574,4,0.0,1.0,2.0,120.0,2,180,20
2575,4,1.0,1.0,2.0,120.0,2,180,0
2576,3,0.0,1.0,0.0,150.0,2,180,16
2577,2,0.0,1.0,1.0,124.0,2,1125,32
2578,2,1.0,1.0,1.0,140.0,2,180,34
2579,2,1.0,1.0,1.0,119.0,91,180,5
2580,1,1.0,1.0,0.0,100.0,2,180,26
2581,3,1.0,1.0,2.0,150.0,2,180,41
2582,3,0.0,1.0,1.0,199.0,91,1125,0
2583,4,2.0,2.0,2.0,400.0,91,1125,0
2584,4,2.0,2.0,2.0,400.0,91,1125,6
2585,4,2.0,2.0,2.0,400.0,91,1125,2
2586,3,1.0,1.0,1.0,199.0,91,1125,2
2587,3,1.0,1.0,1.0,199.0,91,1125,0
2588,3,1.0,1.0,1.0,199.0,91,1125,2
2589,3,0.0,1.0,1.0,199.0,91,1125,1
2590,3,0.0,1.0,1.0,199.0,91,1125,1
2591,3,0.0,1.0,1.0,199.0,91,1125,0
2592,3,0.0,1.0,1.0,199.0,91,1125,4
